Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
6.21,5812.0,restaurants or eating places,harbor mountain coffee,['coffee shop'],harbor mountain coffee house,['coffee shop'],mcalester ok,Entertainment
20.0,nan,nan,bakeris family chiropr,"['chiropractor in coralville, iowa']",bakeris family chiropractic,"['chiropractor in coralville, iowa']",coralville ia,Health and Community Services
8.0,nan,nan,eilers steakhouse,['steak house'],eilers steak house,['steak house'],fort dodge ia,Entertainment
16.8,nan,nan,tinas pizza cafe &,['italian restaurant'],tinas pizza cafe and restaurant,['italian restaurant'],chester ny,Entertainment
8.54,5812.0,restaurants or eating places,cheba hut,['sandwich shop'],cheba hut,['sandwich shop'],tucson az,Entertainment
20.0,8011.0,doctors or physicians,diablo family physicia,"['family practice physician in san ramon, california']",diablo family physicians,"['family practice physician in san ramon, california']",san ramon ca,Health and Community Services
63.51,nan,nan,hobbytroncom,[],hobbytron.com offices,"['toy store in los angeles county, california']",ca,Retail Trade
10.0,nan,nan,lebauer healthcare,"['family practice physician in oak ridge, north carolina']",lebauer healthcare,"['family practice physician in oak ridge, north carolina']",oak ridge nc,Health and Community Services
14.57,nan,nan,tms*alicia short,[],alicias mexican grille,"['view all', 'mexican restaurant']",onalaska tx,Entertainment
140.0,8299.0,schools and educational services (nec),kyrene school dist #,"['school district office in tempe, arizona']",kyrene school district main office,"['school district office in tempe, arizona']",tempe az,Education
67.88,5621.0,women's ready-to-wear stores,henri bendel #,"['fashion accessories store in san diego, california']",henri bendel,"['fashion accessories store in san diego, california']",san diego ca,Retail Trade
76.95,5964.0,catalog merchant,eastern leaf,"['plant nursery in chino, california']",eastern leaf,"['plant nursery in chino, california']",ca,Retail Trade
39.95,5968.0,continuity/subscription merchant,puntgame.com,[],puntgame.com,['view all'],puntgame.com de,Property and Business Services
187.0,5944.0,clock jewelry silverware or watch stores,usdb,"['school for the deaf · n aveclosed ⋅ opens fri', 'association or organization · w cheryl drclosed ⋅ opens mon', 'manufacturer · w lone cactus dr ⋅ opens fri', 'near phoenix, az']",usdb,"['school for the deaf · n aveclosed ⋅ opens fri', 'association or organization · w cheryl drclosed ⋅ opens mon', 'manufacturer · w lone cactus dr ⋅ opens fri', 'near phoenix, az']",phoenix az,Retail Trade
16.95,nan,nan,fred meyer #,"['e fairview aveopen ⋅ closes', 'w chinden blvdopen ⋅ closes', 'near meridian, id']",fred meyer,"['e fairview aveopen ⋅ closes', 'w chinden blvdopen ⋅ closes', 'near meridian, id']",meridian id,Retail Trade
509.87,8299.0,schools and educational services (nec),lic instruc schools,"['trade school in rancho cordova, california']",lic instruc schools,"['trade school in rancho cordova, california']",sacramento ca,Education
411.45,8021.0,dentists or orthodontists,dr. kip jones,"['dentist in layton, utah']",kip j jones dds,"['dentist in layton, utah']",layton ut,Health and Community Services
82.36,5251.0,hardware stores,grass pad,['garden center'],grass pad,['garden center'],olathe ks,Retail Trade
52.3,8099.0,medical services and health practitioners (nec),arcadia well woman,"['obstetrician-gynecologist in scottsdale, arizona']",arcadia well woman,"['obstetrician-gynecologist in scottsdale, arizona']",scottsdale az,Health and Community Services
121.18,4214.0,motor freight carriers truck-local/long,ups*zbt,[],ups,"['near georgia', 'atlanta, gaclosed ⋅ opens fri']",ga,Communication Services
13.47,nan,nan,maria pizzaitalian,['italian restaurant'],marias pizza and italian restaurant,['italian restaurant'],staunton va,Entertainment
64.61,nan,nan,cooper family dent,"['dentist in jacksonville, arkansas']",cooper family dentistry,"['dentist in jacksonville, arkansas']",jacksonville ar,Health and Community Services
100.62,5812.0,restaurants or eating places,mr mikes steakhouse &,"['view all', 'steak house in st. catharines, ontario']",mr mikes,"['view all', 'restaurant']",terrace cd,Services to Transport
25.0,7230.0,barber or beauty shops,shear escape,"['beauty salon in broomfield, colorado']",shear escape,"['beauty salon in broomfield, colorado']",broomfield co,"Trade, Professional and Personal Services"
99.95,7399.0,business services (nec),smartfile,[],smartfile,[],in,Property and Business Services
15.0,7993.0,video amusement game supplies,cd game exchange,"['video game store in portland, oregon']",cd game exchange,"['video game store in portland, oregon']",portland or,Retail Trade
60.0,7230.0,barber or beauty shops,headturners hair salon,"['beauty salon in fort collins, colorado']",headturners hair salon,"['beauty salon in fort collins, colorado']",fort collins co,"Trade, Professional and Personal Services"
24.96,5941.0,sporting goods stores,catalina scout shop,"['clothing store in tucson, arizona']",catalina scout shop,"['clothing store in tucson, arizona']",tucson az,Retail Trade
9.84,nan,nan,volkan petroleum i,"['view all', 'gas station · middle country rd', 'heating oil supplier · scott ave', 'diesel fuel supplier · middle rd', 'near calverton, ny']",volkan,[],calverton ny,Entertainment
100.0,8099.0,medical services and health practitioners (nec),thomas laser ctr medic,"['laser hair removal service in phoenix, arizona']",thomas peter md,"['surgeon in phoenix, arizona']",az,Health and Community Services
8.56,nan,nan,b & b classic dogs,"['· $$barbecue · pratt aveclosed ⋅ opens fri', '· $restaurant · twin creek dr', 'near bellevue, ne', '· $$chicken wings · s st ste']",b and b hot dogs,"['s st ste ⋅ closes', 'near bellevue, ne', 'pratt aveclosed ⋅ opens fri', 'cornhusker rdopen ⋅ closes']",bellevue ne,Entertainment
25.6,nan,nan,tms*servicios y se,[],tms service,"['psychiatrist in fort wayne, indiana']",fort wayne in,"Trade, Professional and Personal Services"
5.47,nan,nan,rx.com,['view all'],r x,['view all'],tx,Retail Trade
57.76,nan,nan,flowers express,"['florist in jacksonville, florida']",flowers express,"['florist in jacksonville, florida']",jacksonville fl,Retail Trade
171.0,nan,nan,clear sight optome,"['optometrist in monterey park, california']",clear sight optometry,"['optometrist in monterey park, california']",monterey park ca,Health and Community Services
25.0,8021.0,dentists or orthodontists,dr jay galati,"['dentist · e princess dr ste', 'orthodontist · e princess dr ⋅ opens mon', 'near scottsdale, az']",jay galati dds msd pc,"['dentist · e princess dr ste', 'orthodontist · e princess dr ⋅ opens mon', 'near scottsdale, az']",scottsdale az,Health and Community Services
4.44,nan,nan,dbu dining,"['coffee shop · ⋅ opens fri', 'near dallas baptist university, dallas, tx', 'hamburger · w benjamin franklin rdclosed ⋅ opens fri', 'barbecue · w illinois ave suite ⋅ opens fri']",guzmans salvadoran cuisine,['salvadoran restaurant'],dallas tx,Entertainment
140.39,nan,nan,fimco schaben agsp,['view all'],fimco industries,"['manufacturer in north sioux city, south dakota']",sd,Retail Trade
18.92,nan,nan,skinfood   glendal,"['near glendale, ca', 'n pacific ave # cclosed ⋅ opens fri', 'americana waycloses soon ⋅']",skinfood,"['cosmetics store in glendale, california']",glendale ca,Retail Trade
53.0,nan,nan,williams natural f,['vitamin & supplements store'],williams natural foods,['vitamin & supplements store'],richmond ca,Retail Trade
70.75,5942.0,book stores,ta&msantbkst,[],ta&msantbkst,['view all'],san antonio tx,Retail Trade
22.04,5411.0,grocery stores or supermarkets,h. hidden valley,[],h. hidden valley,[],hidden vl lk ca,Retail Trade
25.0,nan,nan,austin diagnostic,"['medical center · austin, txclosed ⋅ opens fri', 'general practitioner · austin, txclosed ⋅ opens fri', 'near texas', 'medical center · west lake hills, txclosed ⋅ opens fri']",austin diagnostic clinic,"['medical center · austin, txclosed ⋅ opens fri', 'general practitioner · austin, txclosed ⋅ opens fri', 'near texas', 'medical center · west lake hills, txclosed ⋅ opens fri']",tx,Health and Community Services
8.08,nan,nan,cafe sbarro,['pizza restaurant'],sbarro,['pizza restaurant'],fort wayne in,Entertainment
12.45,5912.0,pharmcies or drug stores,walgreens #,"['collins aveopen hours', 'near miami beach, fl']",walgreens,"['collins aveopen hours', 'near miami beach, fl']",miami beach fl,Retail Trade
46.48,4816.0,computer network/info svcs,boplats syd,['corporate office'],boplats syd,['corporate office'],malmo se,"Trade, Professional and Personal Services"
20.93,5968.0,continuity/subscription merchant,j *phone people,['view all'],j *phone people,['view all'],ca,Property and Business Services
4.7,8011.0,doctors or physicians,o connor hosp nutri sr,"['view all', 'general hospital in san jose, california']",oconnor hospital emergency room,"['hospital in san jose, california']",san jose ca,Health and Community Services
8.54,nan,nan,gratzis inc,"['near winston-salem, nc', '· $$italian · gramercy park lnclosed ⋅ opens fri', '· $$american · s stratford rdclosed ⋅ opens fri', '· $$italian · s stratford rdclosed ⋅ opens fri']",carrabbas italian grill,['italian restaurant'],winston salem nc,Entertainment
90.78,nan,nan,kid spa austin   p,[],kid spa austin,"['closed ⋅ opens fri', 'near texas', 'round rock, txclosed ⋅ opens fri', 'austin, txclosed ⋅ opens fri']",tx,Health and Community Services
9.01,5814.0,fast food restaurants,edward air force panda,"['chinese restaurant', 'view all']",panda express,['chinese restaurant'],edwards afb ca,Entertainment
18.9,5814.0,fast food restaurants,mr & mrs wok,['asian fusion restaurant'],mr and mrs wok,['asian fusion restaurant'],seattle wa,Entertainment
19.99,5994.0,news dealers and newsstands,newspaperdirect inc us,[],newspaper direct,[],new york ny,Retail Trade
216.0,7999.0,amusement/recreational services not elsewhere classified,rcsc cardholder servic,"['recreation center · sun city, azclosed ⋅ opens fri', 'near arizona', 'golf course · sun city, azcloses soon ⋅']",rcsc cardholder servic,"['recreation center · sun city, azclosed ⋅ opens fri', 'near arizona', 'golf course · sun city, azcloses soon ⋅']",az,Entertainment
130.0,nan,nan,your next tire,[],your next tire,[],ne,Services to Transport
7.9,nan,nan,starpower   *inter,[],starpower talent competition,['view all'],ringrcn nj,Entertainment
3.45,5812.0,restaurants or eating places,the laughing goat,['coffee shop'],the laughing goat,['coffee shop'],boulder co,Entertainment
46.91,5814.0,fast food restaurants,matthew augustine kim,['view all'],augustines,['view all'],whittier ca,Services to Transport
6.51,5814.0,fast food restaurants,lifeworks disney buena,['view all'],lifeworks,"['los angeles, ca', 'riverside dr # ⋅ opens fri', 'near burbank']",burbank ca,Health and Community Services
3.95,5099.0,durable goods (nec),solarbright usa,"['solar energy equipment supplier in farmington, new hampshire']",solarbright usa,"['solar energy equipment supplier in farmington, new hampshire']",nh,Retail Trade
40.6,nan,nan,tremont st bar & g,['bar & grill'],tremont street bar and grill,['bar & grill'],oceanside ca,Entertainment
22.13,5511.0,auto/truck dealers new/used sale repair parts & lease,swanty's cpd,"['auto repair shop · ⋅ opens fri', 'near bullhead city, az', 'chrysler dealer · ⋅ opens fri']",swantys chrysler dodge jeep ram of bullhead city,"['chrysler dealer in bullhead city, arizona']",bullhead city az,Retail Trade
25.26,5251.0,hardware stores,frontier ace hardware,"['hardware store in apache junction, arizona']",frontier,['open in maps'],apache juncti az,Services to Transport
45.0,8049.0,chiropodists or podiatrists,sctsdle urolgic surg,"['urology clinic in scottsdale, arizona']",scottsdale urologic surgeons,"['e st ⋅ opens fri', 'n st', 'near scottsdale, az']",scottsdale az,Health and Community Services
34.0,5812.0,restaurants or eating places,nightclub,"['· $$night club · i st nwopens soon ⋅', '· $$night club · f st nwclosed ⋅ opens fri', '· $$night club · connecticut ave nw', 'near washington, dc']",nightclub,"['· $$night club · i st nwopens soon ⋅', '· $$night club · f st nwclosed ⋅ opens fri', '· $$night club · connecticut ave nw', 'near washington, dc']",washington dc,Entertainment
82.0,5045.0,computers and computer peripheral equipment and software,codecsupport.com,[],codecsupport.com,[],p mu,Retail Trade
19.02,5947.0,card gift novelty or souvenir shops,john alden gift shop i,"['gift shop in plymouth, massachusetts']",john alden gift shop,"['gift shop in plymouth, massachusetts']",plymouth ma,Retail Trade
31.75,5812.0,restaurants or eating places,sq *cafe bean,['cafe'],cafe bean,['cafe'],sf ca,Entertainment
115.2,5941.0,sporting goods stores,barefoot yoga co,[],barefoot yoga,"['yoga studio in pierce county, washington']",wa,Retail Trade
211.5,780.0,landscape and horticultural services,s & h logging company,"['view all', 'recycling center in stafford, oregon']",s and h logging,"['recycling center in stafford, oregon']",tualatin or,"Trade, Professional and Personal Services"
48.78,5941.0,sporting goods stores,pismo state beach golf,"['golf course in grover beach, california']",pismo beach golf course,"['golf course in grover beach, california']",grover beach ca,Entertainment
