Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
814.98,7011.0,lodging hotels motels resorts,hotel barcelo bavaro,"['carretera bávaro km. playa', 'near bávaro, dominican republic', 'punta cana, dominican republic']",hotel bar,"['bar · punta cana, dominican republicclosed ⋅ opens', 'near bávaro, dominican republic', 'hotel · carretera bávaro km. playa']",bavaro do,Entertainment
20.52,5814.0,fast food restaurants,noodlescostore,['restaurant'],noodles and company,['restaurant'],okemos mi,Entertainment
111.32,nan,nan,usa homemax inc,"['kitchen supply store in houston, texas']",usa homemax,"['kitchen supply store in houston, texas']",houston tx,Retail Trade
11.05,nan,nan,mission hunan rest,['hunan restaurant'],mission hunan,['hunan restaurant'],san francisco ca,Entertainment
450.0,nan,nan,"landmark, inc","['property management company in san diego, california']",landmark inn,[],ca,Travel
15.89,5812.0,restaurants or eating places,el zacatecano,['mexican restaurant'],el zacatecano,['mexican restaurant'],salinas ca,Retail Trade
20.87,nan,nan,antique tobacco ba,"['antique store in asheville, north carolina', 'view all']",antique tobacco barn,"['antique store in asheville, north carolina', 'view all']",asheville nc,Retail Trade
17.41,5812.0,restaurants or eating places,calzones,"['pizza restaurant', 'view all']",calzones restaurant,['pizza restaurant'],san francisco ca,Entertainment
107.5,5968.0,continuity/subscription merchant,health education publi,[],health education partners,['view all'],me,Retail Trade
40.0,nan,nan,amarsi,['restaurant'],amarsi ristorante,['restaurant'],oro valley az,Entertainment
217.38,nan,nan,atlantic departmen,"['department store in george town, cayman islands']",atlantic department,"['department store in george town, cayman islands']",grand cayman ka,Retail Trade
52.0,742.0,veterinary services,alpine animal hospital,"['· e old canyon ctopen ⋅ closes', '· animal e butler aveclosed ⋅ opens fri', '· e butler aveclosed ⋅ opens fri', 'near flagstaff, az']",alpine animal hospital,"['· e old canyon ctopen ⋅ closes', '· animal e butler aveclosed ⋅ opens fri', '· e butler aveclosed ⋅ opens fri', 'near flagstaff, az']",flagstaff az,Health and Community Services
11.9,nan,nan,churchs chicken,"['w seminary drclosed ⋅ opens fri', 'near fort worth, tx', 'lackland rdclosed ⋅ opens fri', 'western center blvdclosed ⋅ opens fri']",churchs chicken,"['w seminary drclosed ⋅ opens fri', 'near fort worth, tx', 'lackland rdclosed ⋅ opens fri', 'western center blvdclosed ⋅ opens fri']",ft. worth tx,Entertainment
26.38,5812.0,restaurants or eating places,evita's mexican cafe,"['mexican restaurant in blue mound, texas']",evitas mexican cafe,"['restaurant in ventura, california']",ventura ca,Entertainment
25.82,nan,nan,marine garage,"['auto repair shop in marine on st. croix, minnesota']",ostlunds marine garage,"['auto repair shop in marine on st. croix, minnesota', 'view all']",marine on sai mn,Services to Transport
70.0,nan,nan,int*coffman chirop,"['chiropractor in loveland, ohio']",coffman chiropractic,"['chiropractor in butler, missouri']",mo,Health and Community Services
107.0,nan,nan,bill's friends,"['view all', 'animal shelter in santa fe, new mexico']",bills friends,"['animal shelter in santa fe, new mexico']",santa fe nm,Retail Trade
15.13,nan,nan,mega food mart,"['gas station in san antonio, texas']",mega food mart,"['gas station in san antonio, texas']",san antonio tx,Services to Transport
6.77,5814.0,fast food restaurants,snow bunny drive i,['hamburger restaurant'],snowbunny drive in,['hamburger restaurant'],hailey id,Entertainment
11.0,5812.0,restaurants or eating places,mugsy`s bar,['bar'],mugsys bar,['bar'],denver co,Entertainment
40.0,7399.0,business services (nec),sq *a haunting experie,"['tourist attraction in prescott, arizona']",a haunting experience,"['tourist attraction in prescott, arizona']",prescott az,Property and Business Services
73.31,8999.0,professional services (nec),yesterland farm,"['farm in van zandt county, texas']",yesterland farm,"['farm in van zandt county, texas']",canton tx,Retail Trade
10.64,5942.0,book stores,booktown usa,"['used book store in anaheim, california']",booktown usa,"['used book store in anaheim, california']",anaheim ca,Retail Trade
1.62,nan,nan,wssu bookstore #,"['bookstore in winston-salem, north carolina']",winston salem state bookstore,"['bookstore in winston-salem, north carolina']",winston salem nc,Retail Trade
13.5,5812.0,restaurants or eating places,sandia casino buffet d,['buffet restaurant'],sandia resort and casino,"['resort hotel', 'view all']",albuquerque nm,Travel
50.0,nan,nan,bay inn,['hotel'],bay inn,['hotel'],norfolk va,Travel
20.5,nan,nan,dncss chicago bb c,[],bb c,"['n michigan ave #', 'w bryn mawr ave', 'near chicago, il', 's michigan ave']",chicago il,Property and Business Services
74.16,nan,nan,lung wah chong,['supermarket'],lung wah chinese restaurant,['chinese restaurant'],oxford gb,Entertainment
77.49,nan,nan,redding volkswagen,"['· auto repair prestige wayclosed ⋅ opens fri', '· auto parts parkview aveclosed ⋅ opens fri', '· auto restoration s market stclosed ⋅ opens fri', 'near redding volkswagen service center, w cypress ave, redding, ca']",als kraut car repair,[],redding ca,Services to Transport
5.98,nan,nan,bay discount bever,['convenience store'],argyle discount beverage,['beer store'],jacksonville fl,Retail Trade
42.77,5812.0,restaurants or eating places,bazel's pizza & subs,['pizza restaurant'],bazels sub and pizza,['pizza restaurant'],holliston ma,Entertainment
30.0,nan,nan,lookss,"['near miami, fl', 'clothing store · nw stclosed ⋅ opens', 'view all', 'beauty salon · nw aveclosed ⋅ opens', 'boutique · miami beach, flclosed ⋅ opens']",exquisite looks hair design and spa,"['beauty salon in the fountainbleau, florida']",miami fl,"Trade, Professional and Personal Services"
36.0,nan,nan,austin eagles club,"['non-profit organization in austin, minnesota']",fraternal order of eagles,"['non-profit organization in austin, minnesota']",austin mn,Entertainment
6.48,nan,nan,mark dean's bbq,['barbecue restaurant'],mark deans barbecue,['barbecue restaurant'],azle tx,Entertainment
17.23,5947.0,card gift novelty or souvenir shops,harris sea castle,"['souvenir store in port isabel, texas']",bobz castle,"['souvenir store in port isabel, texas']",port isabel tx,Retail Trade
51.5,8099.0,medical services and health practitioners (nec),austin open mri,"['near austin open mri, schleicher trail, austin, tx', 'medical diagnostic imaging center · w st ste ⋅ opens fri', 'x-ray lab · james casey st ⋅ opens fri', 'medical diagnostic imaging center · w anderson ln. ⋅ opens fri']",longhorn imaging,"['x-ray lab in austin, texas']",austin tx,Health and Community Services
96.58,nan,nan,pacifico parties t,"['mexican restaurant in lehigh county, pennsylvania']",pacifico,['restaurant'],center valley pa,Retail Trade
24.0,nan,nan,norton museum of a,"['art museum in west palm beach, florida']",norton museum of art,"['art museum in west palm beach, florida']",w palm beach fl,Entertainment
10.48,5812.0,restaurants or eating places,herfy's burgers,[],herfys burgers,[],everett wa,Entertainment
173.0,5941.0,sporting goods stores,armalaser inc,['corporate office'],armalaser,['corporate office'],fl,Retail Trade
8.09,nan,nan,simon's cypress ca,"['near cedar park, tx', '· $$vietnamese restaurant · cypress creek road ⋅ opens fri', 'shopping mall · lakeline mall drclosed ⋅ opens fri', '· $$sushi restaurant · cypress creek road suite ⋅ opens fri']",simons sushi,['asian restaurant'],cedar park tx,Entertainment
12.0,nan,nan,sheraton tor trade,"['terminal toronto amf', 'dixon rd', 'queen st w', 'near toronto, on, canada']",sheraton,['hotel'],toronto cd,Travel
350.0,8299.0,schools and educational services (nec),school payment,[],school payment,[],il,Education
42.27,nan,nan,magpie grill inc,['american restaurant'],magpies grill,['american restaurant'],la canada ca,Entertainment
40.7,5970.0,craft or artist's supply shops,mercart usa,[],mercart usa,[],tx,Retail Trade
31.0,nan,nan,new feeling corp.,"['day spa in new york city, new york']",new feeling,"['psychologist · broadway ⋅ opens', 'fashion accessories store · west new york, njclosed ⋅ opens', 'mental health service · e st suite ⋅ opens', 'near new york, ny']",new york ny,"Trade, Professional and Personal Services"
10.0,8220.0,universities colleges sr colleges or professional schools,asu psychology,"['psychologist in tempe, arizona']",department of psychology,"['psychologist · s rural rd ⋅ opens fri', 'psychologist · e university dr suite ⋅ opens fri', 'university department · tempe, azclosed ⋅ opens fri', 'near tempe, az']",tempe az,Education
52.26,nan,nan,forge,['hamlet in new york state'],forge,['hamlet in new york state'],new york ny,Entertainment
77.6,8021.0,dentists or orthodontists,alex d blazzard dds pc,"['dentist in mesquite, nevada']",blazzard dds,"['dentist in mesquite, nevada']",mesquite nv,Health and Community Services
40.0,5999.0,miscellaneous & specialty stores,bearizona wildlife par,"['wildlife and safari park in williams, arizona', 'view all']",bearizona wildlife park,"['wildlife and safari park in williams, arizona', 'view all']",williams az,Entertainment
33.0,nan,nan,j bella nails,"['nail salon in rio del mar, california']",jbella nails,"['nail salon in rio del mar, california']",aptos ca,"Trade, Professional and Personal Services"
19.61,nan,nan,picassos cafe,['restaurant'],picassos cafe,['restaurant'],wilmington nc,Entertainment
23.63,5719.0,home furnishing specialty stores -- miscellaneous,culinary corner,['tea house'],culinary corner,['tea house'],grand junctio co,Retail Trade
1.29,5735.0,record shops,amazon digital svcs,[],amazon,"['near morrow county, or', 'kent, waopen hours', 'seattle, wa']",wa,Retail Trade
9.62,5942.0,book stores,authors tpa,[],authors tpa,[],tampa fl,Retail Trade
20.0,7299.0,misc personal services not elsewhere classified,lady luck tattoo,"['tattoo shop in aurora, colorado']",lady luck tattoo,"['tattoo shop in aurora, colorado']",aurora co,"Trade, Professional and Personal Services"
13.64,7299.0,misc personal services not elsewhere classified,sq *maureen schwehr,"['view all', 'alternative medicine practitioner in tucson, arizona']",sq *maureen schwehr,"['view all', 'alternative medicine practitioner in tucson, arizona']",tucson az,"Trade, Professional and Personal Services"
60.0,5261.0,garden and lawn supply stores or nurseries,nature friend,"['publisher in rockingham county, virginia']",nature friend magazine,"['publisher in rockingham county, virginia']",va,Retail Trade
7.28,nan,nan,jersey subs,['sandwich shop'],jersey subs,['sandwich shop'],new brunswick nj,Retail Trade
10.75,5812.0,restaurants or eating places,cafe lalibela,['ethiopian restaurant'],cafe lalibela ethiopian cuisine,['ethiopian restaurant'],tempe az,Entertainment
14.27,5044.0,photographic photocopy microfilm equipment and supplies,wilson office sup of,"['office furniture store · wichita falls, txclosed ⋅ opens fri', 'near texas', 'office supply store · dallas, txclosed ⋅ opens fri']",wilson office supply,"['office furniture store in wichita falls, texas']",tx,Retail Trade
12.61,5812.0,restaurants or eating places,la palmita mexican foo,['restaurant'],la palmita,['restaurant'],upland ca,Entertainment
165.0,5045.0,computers and computer peripheral equipment and software,paradigm digital,[],paradigm,"['near santa ynez, ca', 'electricianclosed ⋅ opens fri', 'museum · sagunto stclosed ⋅ opens sat', 'optician · los alamos, ca']",santa ynez ca,"Trade, Professional and Personal Services"
15.17,7011.0,lodging hotels motels resorts,rocky moutain lodge,"['campground in conejos county, colorado']",rocky mountain lodge,"['campground in conejos county, colorado']",antonito co,Travel
11.25,7832.0,motion picture theaters,amc desert rid,"['movie theater in phoenix, arizona', 'standard pm', 'pm', 'thu, jun | fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul']",amc,"['e ray rd', 'n street ac', 'near phoenix, az', 'w agua fria fwy']",phoenix az,Entertainment
100.0,8043.0,opticians,visionimprovementce,"['optometrist · columbus, ohclosed ⋅ opens', 'optometrist · westerville, ohclosed ⋅ opens', 'remodeler · new richmond, ohclosed ⋅ opens', 'near columbus oh, oh']",visionimprovementce,[],co,Health and Community Services
128.14,3614.0,americinn,americinn north branch,"['near americinn by wyndham north branch, ave, north branch, mn', 'ave', 'forest lake, mn']",americinn by wyndham,['hotel'],north branch mn,Travel
221.19,5999.0,miscellaneous & specialty stores,seattlemarinertssafeco,"['stadium in seattle, washington']",safeco field,"['stadium in seattle, washington', 'view all']",seattle wa,Entertainment
36.83,5542.0,automated fuel dispensers,valley gooding,"['charter school · main st', 'veterinarian · ⋅ opens fri', 'near gooding, id', 'gas station · main stclosed ⋅ opens fri']",valley country,['gas station'],gooding id,Retail Trade
9.0,7832.0,motion picture theaters,agoura  theatre,"['standard pm · pm · pmdbox pm · pm · pm', 'movie theater in agoura hills, california', 'tomorrow | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul | thu, jul']",regency agoura hills stadium 8,"['standard pm · pm · pmdbox pm · pm · pm', 'movie theater in agoura hills, california', 'fri, jul | sat, jul | sun, jul | mon, jul | tue, jul | wed, jul | thu, jul']",agoura hills ca,Entertainment
33.6,3731.0,harrah's hotels and casinos,harrah's hotel lv rese,['hotel'],harrahs las vegas hotel and casino,['hotel'],las vegas nv,Travel
