Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
48.66,nan,nan,finck cigar compan,"['wholesaler in san antonio, texas']",finck cigar company distribution center,"['wholesaler in san antonio, texas']",san antonio tx,Retail Trade
188.25,7311.0,advertising services,vcoins com,[],vcoins.com,[],tx,Property and Business Services
22.5,1711.0,a/c heating or plumbing contractors - sales & installation,sunstar heatingaire,"['air conditioning repair service in mesa, arizona']",sunstar heating and aire,"['air conditioning repair service in mesa, arizona']",az,"Trade, Professional and Personal Services"
37.8,5968.0,continuity/subscription merchant,d/m ps snow globe orns,[],d m,[],danmint ct,"Trade, Professional and Personal Services"
4.93,nan,nan,pepperdock restaur,['american restaurant'],pepperdock restaurant,['american restaurant'],seattle wa,Entertainment
17.23,5947.0,card gift novelty or souvenir shops,herbs & arts,"['metaphysical supply store in denver, colorado']",herbs and arts,"['metaphysical supply store in denver, colorado']",denver co,Retail Trade
20.84,5812.0,restaurants or eating places,round table pizza,['pizza restaurant'],round table pizza,['pizza restaurant'],windsor ca,Entertainment
20.0,nan,nan,mimi's cuts salon,"['beauty salon in san ramon, california']",mimis cuts,"['beauty salon in san ramon, california']",san ramon ca,"Trade, Professional and Personal Services"
31.0,5812.0,restaurants or eating places,the smokehouse lindsay,['barbecue restaurant'],smokehouse bbq,['barbecue restaurant'],lindsay tx,Entertainment
36.0,nan,nan,groome transportat,"['airport shuttle service in columbus, georgia']",groome transportation,"['airport shuttle service in columbus, georgia']",columbus ga,Travel
54.0,nan,nan,romp n' roll lynch,"['amusement center in lynchburg, virginia']",romp n roll,"['amusement center in lynchburg, virginia']",lynchburg va,Entertainment
84.8,7011.0,lodging hotels motels resorts,key inn,['hotel'],key inn and suites tustin,['hotel'],tustin ca,Travel
67.1,5992.0,florists,tlf*prairie rose flora,"['florist in hettinger, north dakota']",prairie rose floral,"['florist in hettinger, north dakota']",nd,Retail Trade
10.0,7399.0,business services (nec),asi*bmtmicro com,[],bmtmicro.com,[],wa,Property and Business Services
18.0,5921.0,liquor wine package or beer stores,"henry voelcker, inc",['beer distributor'],henry voelcker,['beer distributor'],danville pa,Retail Trade
390.0,7399.0,business services (nec),ibm convention committ,[],ibm convention committ,[],mo,Property and Business Services
5.92,5993.0,cigar stores and stands,rose cigarette store,"['tobacco shop · s broadwayopen ⋅ closes', 'tobacco shop · s broadway unit aclosed ⋅ opens fri', 'tobacco shop · e colfax aveclosed ⋅ opens fri', 'near denver, co']",denver c store vape pipe and tobacco,"['vaporizer store in denver, colorado']",denver co,Retail Trade
38.01,5812.0,restaurants or eating places,cafe milagro manuel an,['restaurant'],cafe milano,"['view all', 'italian restaurant']",puntarenas cr,Entertainment
8.25,5921.0,liquor wine package or beer stores,ricks liquor   wyoming,['liquor store'],ricks liquor,['liquor store'],wyoming mn,Retail Trade
38.0,7230.0,barber or beauty shops,hwy  barbershop,"['· barber shopavon, coclosed ⋅ opens fri', '· barber shopedwards, coclosed ⋅ opens fri', 'near gypsum, co']",hwy 6 barber and beauty shop,"['hair salon in gypsum, colorado']",gypsum co,"Trade, Professional and Personal Services"
229.5,8042.0,ophthalmologists or optometrists,spex optical and footh,"['eye care center · whalers way', 'near fort collins, co', 'eye care center · whalers way unit a ⋅ opens fri']",spex optical and foothills eye care pc,"['eye care center in fort collins, colorado']",ft collins co,Health and Community Services
21.0,7230.0,barber or beauty shops,merlindas hair salon,"['· beauty w lake drclosed ⋅ opens fri', '· beauty s beeline hwy # ⋅ opens fri', '· hair n beeline hwyclosed ⋅ opens fri', 'near payson, az']",smartstyle hair salon,"['hair salon in payson, arizona']",payson az,"Trade, Professional and Personal Services"
39.58,nan,nan,autobuses american,['transit directions'],autobuses americanos,"['near monterrey, nuevo leon, mexico', 'bus and coach company · cristobal colón esq, c. julián villagrán s/n', 'transportation service · av. ruiz cortines']",monterrey nl mx,Travel
936.0,nan,nan,miss morena,[],miss morena,[],ca,Retail Trade
15.73,nan,nan,aces place,[],aces place,[],davie fl,Retail Trade
52.41,5944.0,clock jewelry silverware or watch stores,by boe ltd.,"['jewelry designer in brooklyn, new york']",by boe,['government agency · elections.ny.gov'],ny,Retail Trade
50.0,7399.0,business services (nec),popsugar,[],popsugar san francisco ca,"['media company in san francisco, california']",ca,Property and Business Services
53.2,nan,nan,mailbox forwarding,"['mailbox rental service in grandville, michigan']",mailbox forwarding,"['mailbox rental service in grandville, michigan']",mi,Communication Services
49.87,5944.0,clock jewelry silverware or watch stores,macs indian jewelry in,"['jewelry store in tucson, arizona']",macs indian jewelry,"['jewelry store in tucson, arizona']",az,Retail Trade
42.05,nan,nan,ifixit,[],ifixit,[],ca,Retail Trade
26.23,5812.0,restaurants or eating places,la torteria,['restaurant'],la torteria,['restaurant'],denver co,Entertainment
56.0,7523.0,automobile parking or parking lots,bismark municipal airp,"['airport in burleigh county, north dakota']",bismarck airport,"['airport in burleigh county, north dakota']",bismark nd,Services to Transport
18.33,nan,nan,espresso,"['coffee shop · s casino center blvd ⋅ opens fri', 'near las vegas, nv', '· $$coffee shop · s rampart blvdclosed ⋅ opens fri', '· $$coffee shop · s main st suite soon ⋅']",espresso,"['coffee shop · s casino center blvd ⋅ opens fri', 'near las vegas, nv', '· $$coffee shop · s rampart blvdclosed ⋅ opens fri', '· $$coffee shop · s main st suite soon ⋅']",las vegas nv,Entertainment
153.82,5812.0,restaurants or eating places,pacific,['open in maps'],pacific coast cycles,[],oceanside ca,Retail Trade
5.0,nan,nan,epcot camera cente,"['camera store in bay lake, florida']",camera center,"['camera store in bay lake, florida']",lake buena vi fl,"Trade, Professional and Personal Services"
36.5,nan,nan,qualcomm park conc,[],sdccu stadium,"['multi-purpose stadium in san diego, california']",san diego ca,Entertainment
20.0,8011.0,doctors or physicians,"liebmann md, lawrence","['doctor in scottsdale, arizona']",dr. lawrence i. liebmann md,"['doctor in scottsdale, arizona']",scottsdale az,Health and Community Services
231.49,7395.0,photofinishing laboratories photo developing,richard photo lab,"['twitter • days ago', 'twitter • hours ago', 'twitter • day ago', 'photo lab in santa clarita, california']",richard photo lab,"['twitter • days ago', 'twitter • hours ago', 'twitter • day ago', 'photo lab in santa clarita, california']",ca,Property and Business Services
105.0,5812.0,restaurants or eating places,anchor inn restaurant,['homestay'],anchor inn restaurant,['homestay'],whittier ak,Entertainment
18.9,5812.0,restaurants or eating places,el camaron loco,['mexican restaurant'],el camaron loco,['mexican restaurant'],commerce city co,Entertainment
5.27,5814.0,fast food restaurants,boudin cart   dca,"['anaheim, cacloses soon ⋅', 'disney california adventure parkopen ⋅ closes', 'pacific wharf, disney california adventure parkclosed ⋅ opens fri', 'near disney california adventure park, disneyland dr, anaheim, ca']",boudin,"['near anaheim, ca', 'pacific wharf, disney california adventure parkclosed ⋅ opens fri', 'disneyland dropen ⋅ closes', 'santa ana, cacloses soon ⋅']",anaheim ca,Retail Trade
10.59,nan,nan,bogy`s restaurant,['brunch restaurant'],bogys hofbrau,['brunch restaurant'],south san fra ca,Entertainment
15.2,nan,nan,tom's toys,"['toy store in glendale, california']",toms toys,"['toy store in glendale, california']",montrose ca,Retail Trade
90.76,4899.0,cable and other pay television services,sat star communication,"['retirement home in pasco county, florida']",sat star communications,"['retirement home in pasco county, florida']",fl,Entertainment
350.0,8111.0,attorneys or legal services,annette everlove p.c,"['lawyer in tucson, arizona']",annette everlove pc,"['lawyer in tucson, arizona']",tucson az,"Trade, Professional and Personal Services"
30.0,8099.0,medical services and health practitioners (nec),keystone institute of,"['montessori school · e liberty lnclosed ⋅ opens fri', 'near phoenix, az', 'college · n st #', 'family practice physician · n st']",keystone institute,"['family practice physician in phoenix, arizona']",phoenix az,Health and Community Services
43.3,7999.0,amusement/recreational services not elsewhere classified,ice rink at oasis,"['ice skating rink · w anderson ln. ste ⋅ opens frilocal ice skating rink with classes', 'near austin, tx', 'ice skating rink · united drcloses soon ⋅', 'ice skating rink · cedar park, txclosed ⋅ opens fri']",chaparral ice,"['ice skating rink in austin, texas']",austin tx,Entertainment
25.0,8398.0,charitable or social services organizations,sq *smis pta,[],sq *smis pta,[],denver co,Health and Community Services
62.02,5812.0,restaurants or eating places,san sui,['seafood restaurant'],sansui restaurant,['seafood restaurant'],los feliz ca,Entertainment
99.46,5995.0,pet shops pet foods and supplies stores,petland south point,"['pet store in the burlington, ohio']",petland southpoint,"['pet store in the burlington, ohio']",south point oh,Retail Trade
12.0,5812.0,restaurants or eating places,b p o e # elks rest,"['fraternal organization in kingman, arizona']",elks lodge bpo,"['fraternal organization in kingman, arizona']",kingman az,Entertainment
325.54,5511.0,auto/truck dealers new/used sale repair parts & lease,sax motor co,"['chevrolet dealer in dickinson, north dakota']",sax motor,"['chevrolet dealer in dickinson, north dakota']",dickinson nd,Retail Trade
23.57,5813.0,alcoholic beverages drinking places - bars nightclubs etc,fox's ale house,['pub'],fox's ale house,['pub'],auckland nz,Entertainment
19.03,nan,nan,beach  diner,['diner'],diner,"['· $$diner · hendricks aveclosed ⋅ opens fri', '· $diner · st johns bluff rd s ⋅ opens fri', '· $diner · philips hwyclosed ⋅ opens fri', 'near jacksonville, fl']",jacksonville fl,Entertainment
13.0,8021.0,dentists or orthodontists,rosenthal chaing dntst,"['dentist in scottsdale, arizona']",rosenthal chiang dentistry,"['dentist in scottsdale, arizona']",az,Retail Trade
444.2,nan,nan,laguna motor werks,"['auto repair shop in laguna beach, california']",laguna motor werks,"['auto repair shop in laguna beach, california']",laguna beach ca,Services to Transport
75.38,nan,nan,adin supply compan,['grocery store'],adin supply,['grocery store'],adin ca,Retail Trade
26.74,nan,nan,oceanway liquor,['liquor store'],oceanway liquors,['liquor store'],jacksonville fl,Retail Trade
20.5,5499.0,misc food stores - specialty markets & convenience,family produce black c,"[""farmers' market in black canyon city, arizona""]",family produce,"[""farmers' market in black canyon city, arizona""]",black canyon az,Retail Trade
18.0,nan,nan,toon cuts,"['beauty salon in riverside county, california']",tooncuts,"['beauty salon in riverside county, california']",murrieta ca,"Trade, Professional and Personal Services"
26.0,nan,nan,bull run liquors,['liquor store'],frostys bottle shop,['liquor store'],ga,Retail Trade
215.69,4816.0,computer network/info svcs,dri*logitech store,[],logitech,[],orderfind.com mn,Retail Trade
45.87,7230.0,barber or beauty shops,kari lynn's skin clini,"['skin care clinic in excelsior, minnesota']",kari lynn and co skin care spec,"['skin care clinic in excelsior, minnesota']",excelsior mn,"Trade, Professional and Personal Services"
469.87,8042.0,ophthalmologists or optometrists,uber eyes optometry,"['optometrist in palo alto, california']",uber eyes optometry,"['optometrist in palo alto, california']",palo alto ca,Health and Community Services
469.7,nan,nan,brook meadow vet h,"['animal hospital in marlboro, new jersey']",brook meadow veterinary hospital p.a,"['animal hospital in marlboro, new jersey']",marlboro nj,Health and Community Services
12.31,5713.0,floor covering stores,the tile shop #,"['tile store in burnsville, minnesota']",the tile shop,"['tile store in burnsville, minnesota']",burnsville mn,Retail Trade
35.0,nan,nan,legault chiropract,"['chiropractor in hollywood, florida']",legault chiropractic health center,"['chiropractor in hollywood, florida']",hollywood fl,Health and Community Services
55.9,nan,nan,kedef,['view all'],panama park,"['view all', 'pharmacy in jacksonville, florida']",panama pb,Travel
9.74,nan,nan,diegos burritos in,"['near san angelo, tx', 'burritos · knickerbocker rdclosed ⋅ opens fri', '· $mexican · sherwood wayclosed ⋅ opens fri', '· $mexican · n main stclosed ⋅ opens fri']",diegos burritos,"['near san angelo, tx', '· $mexican · sherwood wayclosed ⋅ opens fri', 'burritos · knickerbocker rdclosed ⋅ opens fri', '· $mexican · n main stclosed ⋅ opens fri']",san angelo tx,Entertainment
79.21,5309.0,duty free stores,autogrill retail uk lt,[],autogrill retail uk lt,[],heathrow gb,Retail Trade
25.65,5932.0,antique shops,off her rocker,"['antique store in nederland, colorado']",off her rocker antiques,"['antique store in nederland, colorado']",nederland co,Retail Trade
