Amount ($),Merchant Code,Merchant Category,Default Brand,Default Brand Description,Coalesced Brand,Coalesced Brand Description,Location,Category
20.0,nan,nan,manassas family me,"['family practice physician · sudley rd ⋅ opens', 'near manassas, va', 'medical clinic · stonewall rdclosed ⋅ opens', 'doctor · digges rd ⋅ opens']",manassas family medicine,"['medical clinic in manassas, virginia']",manassas va,Health and Community Services
80.85,5541.0,gas/service stations with/without ancillary services,wiley c store,['convenience store'],miller c store food,"['view all', 'convenience store']",wiley co,Services to Transport
120.0,8351.0,day or child care services,abc village inc,"['private school in temecula, california']",abc village,"['private school in temecula, california']",temecula ca,Education
16.42,5812.0,restaurants or eating places,don cucos #,['mexican restaurant'],don cuco mexican restaurant,['mexican restaurant'],simi valley ca,Entertainment
3.75,5814.0,fast food restaurants,posies cafe,['cafe'],posies bakery and cafe,['cafe'],portland or,Retail Trade
7.0,5499.0,misc food stores - specialty markets & convenience,pjs cabin store,['bar'],pjs,['bar'],barnes wi,Entertainment
34.0,8021.0,dentists or orthodontists,growing grins,"['pediatric dentist in gilbert, arizona']",growing grins pediatric dentistry,"['near arizona', 'mesa, azclosed ⋅ opens fri', 'gilbert, azclosed ⋅ opens fri']",az,Health and Community Services
151.73,nan,nan,cassies pizzeria,['italian restaurant'],cassies,['italian restaurant'],orangeburg ny,Entertainment
14.42,nan,nan,b and z tobacco sh,"['tobacco shop in glendale, california']",citi smoke shop,"['tobacco shop in glendale, california']",glendale ca,Retail Trade
3.99,nan,nan,grins and fins,"['hotel', 'view all']",staybridge suites salt lake west valley city,['hotel'],w valley city ut,Travel
16.75,5812.0,restaurants or eating places,juggz,[],juggz,[],federal heigh co,Entertainment
87.9,5039.0,construction materials (nec),nilex environmental in,"['construction company in centennial, colorado']",nilex,"['construction company in centennial, colorado']",centennial co,"Trade, Professional and Personal Services"
150.0,nan,nan,pine plaza dental,"['dentist in golden gate, florida']",pine plaza dental care,"['dentist in golden gate, florida']",naples fl,Health and Community Services
319.0,5912.0,pharmcies or drug stores,order rx,[],order rx,[],port louis mu,Retail Trade
13.92,5942.0,book stores,crown bks/rip hallowee,['view all'],crowne plaza,['hotel'],san diego ca,Travel
31.62,5511.0,auto/truck dealers new/used sale repair parts & lease,chester berg toyota,"['car dealer in bemidji, minnesota']",chester berg toyota,"['car dealer in bemidji, minnesota']",bemidji mn,Retail Trade
20.75,nan,nan,bull run beer deli,"['· $deli · carver stclosed ⋅ opens', 'beer store · w main st ⋅ opens', 'convenience store · e main stclosed ⋅ opens', 'near plymouth, pa']",bull run garage,"['auto repair shop in plymouth, pennsylvania']",plymouth pa,Services to Transport
10.25,5814.0,fast food restaurants,bart's new york deli,['convenience store'],barts deli,['convenience store'],durango co,Retail Trade
10.0,nan,nan,google *voice,[],google.com,[],google.com/ch ca,Property and Business Services
69.45,5533.0,automotive parts accessories stores,the tint factory,"['auto parts store in south salt lake, utah']",the tint factory,"['auto parts store in south salt lake, utah']",salt lake cit ut,Retail Trade
60.99,5699.0,apparel and accessory shops -- miscellaneous,the hat club,"['hat shop in scottsdale, arizona']",the hat club,"['hat shop in scottsdale, arizona']",scottsdale az,Retail Trade
40.17,nan,nan,jimmys on james ll,"['· $$grill · n bay view rdclosed ⋅ opens', '· $sandwich · n wayne st suite ⋅ opens', 'near angola, in', '· $$grill · n bay view rd', 'view all']",jimmys on james,"['· $sandwich · n wayne st suite ⋅ opens', '· $$grill · n bay view rdclosed ⋅ opens', 'near angola, in']",angola in,Entertainment
322.05,6513.0,real estate agents and managers-rentals,duke tower condos,"['condominium complex in durham, north carolina']",duke tower suites and condominiums,"['condominium complex in durham, north carolina']",durham nc,"Trade, Professional and Personal Services"
32.68,5072.0,hardware plumbing heating equipment and supplies,valley hardware and nu,"['hardware store in fall river mills, california']",do it best valley hardware,"['hardware store in fall river mills, california']",fall river ca,Retail Trade
9.64,nan,nan,dume plaza pharmac,"['pharmacy in malibu, california']",dume plaza pharmacy,"['pharmacy in malibu, california']",malibu ca,Retail Trade
71.23,5947.0,card gift novelty or souvenir shops,na testing,"['near minneapolis, mn', 'paternity testing service · ave s ⋅ opens fri', 'biotechnology company · broadway st ne ⋅ opens fri', 'diagnostic center · ne central aveclosed ⋅ opens fri']",ddc dna diagnostics center,"['paternity testing service in minneapolis, minnesota']",minneapolis ca,Retail Trade
27.91,5968.0,continuity/subscription merchant,dbi*columbia house,[],columbia house interiors,"['blinds shop in pierceton, indiana']",in,Property and Business Services
83.56,nan,nan,grinders west,"['near kansas city, mo', 'live music · locust st', '· $$american · e stclosed ⋅ opens fri']",grinders,"['view all', 'american restaurant']",kansas city mo,Retail Trade
30.0,5542.0,automated fuel dispensers,super c,"['village drcloses soon ⋅', 'sheridan blvdclosed ⋅ opens', 'near lincoln, ne', 'ticonderoga drclosed ⋅ opens fri']",super c,"['village drcloses soon ⋅', 'sheridan blvdclosed ⋅ opens', 'near lincoln, ne', 'ticonderoga drclosed ⋅ opens fri']",lincoln ne,Retail Trade
10.33,8220.0,universities colleges sr colleges or professional schools,u of il law bookstore,"['bookstore in champaign, illinois']",university of illinois at urbanachampaign,"['land-grant university in champaign county, illinois']",champaign il,Education
15.14,nan,nan,wing town,['chicken wings restaurant'],wing town,['chicken wings restaurant'],carrollton tx,Entertainment
5.76,5499.0,misc food stores - specialty markets & convenience,d and d trading post,['native american goods store'],d and d,"['convenience store in busby, montana']",busby mt,Health and Community Services
87.0,5072.0,hardware plumbing heating equipment and supplies,cal flor accessories,"['view all', 'manufacturer in oroville, california']",cal flor accessory systems,"['manufacturer in oroville, california']",ca,"Trade, Professional and Personal Services"
66.91,nan,nan,anothai cuisine,['thai restaurant'],anothai cuisine,['thai restaurant'],spring tx,Entertainment
31.08,5812.0,restaurants or eating places,los prados restaurant,['american restaurant'],restaurant at los prados,['american restaurant'],las vegas nv,Entertainment
8.45,5812.0,restaurants or eating places,greater chicago  re,['truck stop'],greater chicago motors,"['used car dealer in glendale heights, illinois']",bolingbrook il,Retail Trade
29.6,5812.0,restaurants or eating places,cafe hon restaurant,['american restaurant'],cafe hon,"['view all', 'american restaurant']",baltimore md,Entertainment
53.22,5812.0,restaurants or eating places,patisserie boissiere r,['french restaurant'],patisserie boissiere restaurant,['french restaurant'],carmel ca,Retail Trade
50.0,7230.0,barber or beauty shops,bassam  khezam,['view all'],bassam  khezam,['view all'],buena park ca,"Trade, Professional and Personal Services"
3.28,5541.0,gas/service stations with/without ancillary services,jamil llc,"['emergency care physician in san diego, california']",jamil tires plus,[],san diego ca,Services to Transport
30.0,5699.0,apparel and accessory shops -- miscellaneous,shirt shop,"['custom t-shirt store · ocean avetemporarily closed', 'custom t-shirt store · boardwalkclosed ⋅ opens', 'screen printing shop · north wildwood, njclosed ⋅ opens', 'near wildwood, nj']",shirt shop,"['custom t-shirt store · ocean avetemporarily closed', 'custom t-shirt store · boardwalkclosed ⋅ opens', 'screen printing shop · north wildwood, njclosed ⋅ opens', 'near wildwood, nj']",wildwood nj,Retail Trade
7.98,nan,nan,pineda tacos plymo,['taco restaurant'],pineda tacos,"['· $mexican · e lake stclosed ⋅ opens fri', 'near minneapolis, mn', '· $tacos · nathan ln nclosed ⋅ opens fri']",minneapolis mn,Entertainment
14.88,nan,nan,hinkle family fun,"['amusement center in albuquerque, new mexico']",hinkle family fun center,"['amusement center in albuquerque, new mexico']",albuquerque nm,Entertainment
5.98,nan,nan,abm mini mart,"['clearwater beach, flclosed ⋅ opens', 'largo, flclosed ⋅ opens', 'near clearwater, fl', 'n martin luther king jr aveopen hours']",abm minimart and deli,['convenience store'],clearwater fl,Retail Trade
112.11,5462.0,bakeries,simply splendid,['gift shop'],simply splendid,['gift shop'],ut,Retail Trade
57.77,nan,nan,l & l motors co in,"['car dealer in roosevelt, utah']",l and l motor,"['car dealer in roosevelt, utah']",roosevelt ut,Retail Trade
7.0,7542.0,car washes,kendall carwash,"['car wash in eugene, oregon']",kendall honda,"['honda dealer in eugene, oregon']",eugene or,Retail Trade
12.59,5211.0,lumber and building materials stores,jenkins building suppl,"['hardware store in alpine, wyoming']",jenkins building supply,['open in maps'],alpine wy,Retail Trade
53.25,nan,nan,yourtravelbizcom,[],yourtravelbiz,[],il,Travel
49.95,5499.0,misc food stores - specialty markets & convenience,the survival center,"['social services organization in amherst, massachusetts']",the survival center,['department store'],oh,Retail Trade
59.99,7379.0,computer maintenance repair and services,etech parts llc,[],etech parts plus,[],olathe ks,"Trade, Professional and Personal Services"
22.0,5812.0,restaurants or eating places,sanctum inc,[],sanctum inc,[],phoenix az,Entertainment
8.57,5814.0,fast food restaurants,pho queen,['vietnamese restaurant'],pho queen,['vietnamese restaurant'],colorado spri co,Entertainment
74.86,5969.0,direct marketers (nec),arttowngifts.com,[],specialty village,[],id,Retail Trade
29.34,5411.0,grocery stores or supermarkets,meykos hospitales,"['pharmacy in guatemala city, guatemala']",meykos hospitales,"['pharmacy in guatemala city, guatemala']",guatemala gt,Retail Trade
34.57,nan,nan,bert odgen nissan,"['nissan dealer in mcallen, texas']",bert ogden nissan,"['nissan dealer in mcallen, texas']",mcallen tx,Retail Trade
383.87,nan,nan,woods service cent,"['tire shop in vinton, virginia']",woods service center,"['tire shop in vinton, virginia']",va,Services to Transport
12.0,nan,nan,howies game shack,"['amusement center in mission viejo, california']",howies game shack,"['amusement center in mission viejo, california']",mission viejo ca,Entertainment
69.25,nan,nan,izabela a musial m,[],dr. izabela musial md,"['family practice physician in surprise, arizona']",az,Health and Community Services
87.64,nan,nan,clay coyote galler,"['pottery store in hutchinson, minnesota']",clay coyote gallery and pottery,"['pottery store in hutchinson, minnesota']",hutchinson mn,Retail Trade
19.99,4899.0,cable and other pay television services,tiv*tivo service,[],tivo,"['corporate campussan jose, ca', 'software companyburbank, ca', 'marketing consultantsan carlos, ca', 'near santa clara county, ca']",ca,Communication Services
34.0,7992.0,golf courses -- public,blackfoot golf cou,"['golf course in blackfoot, idaho']",blackfoot golf course,"['golf course in blackfoot, idaho']",blackfoot id,Entertainment
30.0,nan,nan,k nails & spa,"['· nail s st cclosed ⋅ opens fri', '· nail e king aveclosed ⋅ opens fri', 'near kingsville, tx', '· nail s stclosed ⋅ opens fri']",k nails and spa,[],kingsville tx,"Trade, Professional and Personal Services"
31.87,nan,nan,amys cafe,['american restaurant'],amys cafe,['american restaurant'],fredericksbur va,Entertainment
8.85,nan,nan,strbucks c las,"['near harry reid international airport (las), wayne newton blvd, las vegas, nv', 'las vegas blvd sclosed ⋅ opens fri', 'wayne newton blvdclosed ⋅ opens fri']",starbucks,"['e fremont stclosed ⋅ opens fri', 'near las vegas, nv', 's decatur blvdclosed ⋅ opens fri', 'paradise rdclosed ⋅ opens fri']",las vegas nv,Entertainment
34.64,5193.0,florist supplies nursery stock and flowers,spring branch stone,"['masonry contractor in comal county, texas']",spring branch stone,"['masonry contractor in comal county, texas']",spring branch tx,"Trade, Professional and Personal Services"
4.95,5968.0,continuity/subscription merchant,valuhome,[],valuhome,[],fl,Property and Business Services
70.0,7230.0,barber or beauty shops,xquizit hair studio,"['hair salon in phoenix, arizona']",xquizit hair studio,"['hair salon in phoenix, arizona']",phoenix az,"Trade, Professional and Personal Services"
25.99,7542.0,car washes,gem auto wash,"['car wash in sacramento, california']",gem car wash and detail center,"['car wash in sacramento, california']",sacramento ca,Services to Transport
126.14,5691.0,men's and women's clothing stores,harborwear,"['clothing store in grand haven, michigan']",harborwear,"['clothing store in grand haven, michigan']",grand haven mi,Retail Trade
7.22,5411.0,grocery stores or supermarkets,clark's market blanscl,"['view all', 'grocery store']",clarks market,['grocery store'],blanding ut,Retail Trade
7.88,nan,nan,"hat world, inc","['potomac mills cir unit ⋅ opens', 'daniel stuart squareclosed ⋅ opens', 'near woodbridge', 'potomac mills cir ⋅ opens']",hatworld,"['hat potomac mills cir ⋅ opens', 'hat jefferson davis hwyclosed ⋅ opens', 'near woodbridge', 'hat potomac mills cir unit ⋅ opens']",woodbridge va,Retail Trade
150.12,8220.0,universities colleges sr colleges or professional schools,duke uni  capita,"['hospital in raleigh, north carolina']",duke university,"['near duke university, whittington dr, raleigh, nc', 'college · whittington dr', 'hospital · wake forest rdclosed ⋅ opens sat', 'hospital in durham, north carolina', 'private university · durham, ncprivate school with gothic architecture']",raleigh nc,Retail Trade
